income,employment_status,family_size,education_level,health_condition,housing_type,disaster_risk
60884,self_employed,7,secondary,0,permanent,low
459764,employed,4,graduate,0,permanent,low
56406,informal,4,graduate,1,temporary,medium
55483,informal,8,primary,0,homeless,high
17763,unemployed,10,none,1,temporary,high
326870,retired,3,postgraduate,1,permanent,low
86822,employed,5,secondary,0,homeless,low
134990,retired,6,secondary,1,permanent,high
106866,employed,4,primary,0,permanent,medium
84639,self_employed,4,secondary,1,permanent,medium
106679,employed,6,primary,1,rented,medium
48670,informal,5,none,1,permanent,low
48607,informal,7,secondary,0,permanent,medium
443385,informal,4,graduate,0,permanent,low
72263,self_employed,4,secondary,1,rented,low
476858,employed,2,postgraduate,0,permanent,low
147206,employed,3,graduate,0,homeless,low
119116,employed,3,none,0,permanent,low
119227,employed,5,graduate,0,homeless,medium
38137,employed,7,secondary,0,homeless,medium
300854,employed,4,graduate,0,permanent,high
123162,employed,3,postgraduate,0,rented,high
268446,employed,2,secondary,0,permanent,low
48141,unemployed,7,graduate,0,permanent,medium
331643,employed,4,graduate,1,permanent,medium
69772,unemployed,7,secondary,1,temporary,medium
85685,informal,5,primary,1,rented,low
51976,unemployed,5,none,1,temporary,medium
25922,self_employed,4,none,1,homeless,medium
141117,employed,3,postgraduate,0,temporary,low
37493,informal,5,primary,1,rented,low
53733,unemployed,7,primary,1,rented,high
18620,unemployed,9,secondary,0,homeless,medium
67270,employed,5,secondary,0,permanent,high
448111,retired,2,postgraduate,0,permanent,low
241025,self_employed,3,postgraduate,1,permanent,medium
29990,retired,6,primary,1,homeless,high
90916,unemployed,4,graduate,1,permanent,medium
16040,unemployed,6,none,1,homeless,medium
31581,self_employed,4,none,1,temporary,high
119208,unemployed,5,graduate,0,permanent,medium
29513,employed,10,none,1,temporary,high
310682,employed,4,graduate,0,rented,low
421139,employed,5,graduate,0,permanent,high
475689,employed,3,postgraduate,1,rented,high
136257,retired,6,graduate,0,rented,high
29266,unemployed,7,none,0,permanent,medium
26183,informal,10,secondary,1,temporary,high
92023,self_employed,6,postgraduate,1,rented,high
16906,unemployed,5,primary,1,rented,high
325226,self_employed,5,postgraduate,0,rented,medium
43779,unemployed,9,none,0,temporary,medium
180733,employed,2,secondary,0,permanent,low
498592,employed,2,postgraduate,0,permanent,medium
22121,informal,5,primary,0,temporary,medium
129216,unemployed,2,graduate,0,rented,medium
61117,employed,4,secondary,1,rented,medium
70583,employed,4,graduate,1,temporary,low
196360,informal,4,graduate,0,permanent,high
495112,retired,5,graduate,1,permanent,high
41164,unemployed,9,secondary,1,temporary,medium
8588,unemployed,5,none,1,temporary,high
95233,unemployed,4,secondary,0,permanent,low
114997,employed,6,postgraduate,0,rented,high
37928,unemployed,6,secondary,1,temporary,low
216962,employed,2,graduate,1,permanent,low
44412,retired,7,primary,1,homeless,medium
58621,self_employed,9,secondary,1,temporary,high
15512,unemployed,5,primary,1,permanent,high
124544,informal,7,graduate,1,rented,medium
15241,informal,8,secondary,0,homeless,high
65788,self_employed,7,graduate,1,homeless,high
98560,informal,7,secondary,1,rented,low
84609,employed,3,graduate,1,permanent,medium
47758,informal,4,secondary,1,temporary,high
65046,unemployed,6,primary,0,rented,medium
79780,informal,5,secondary,0,permanent,medium
137406,informal,5,secondary,1,homeless,medium
112875,informal,6,graduate,1,temporary,low
446338,unemployed,3,graduate,0,permanent,low
132640,employed,3,graduate,1,temporary,low
136844,employed,5,none,0,rented,medium
366023,unemployed,4,postgraduate,0,permanent,medium
18132,employed,6,primary,0,homeless,medium
181727,unemployed,4,graduate,0,permanent,low
78657,retired,5,postgraduate,1,homeless,low
208922,employed,4,secondary,1,permanent,low
9257,unemployed,10,none,1,rented,high
486482,employed,2,postgraduate,0,homeless,medium
310685,employed,5,graduate,0,permanent,low
89982,employed,4,secondary,1,rented,high
486427,unemployed,2,postgraduate,0,permanent,medium
24005,informal,4,primary,1,temporary,high
38375,informal,9,secondary,0,temporary,high
444925,retired,2,graduate,0,permanent,low
398852,employed,2,graduate,0,temporary,low
22360,unemployed,4,primary,0,homeless,medium
6915,self_employed,6,none,0,temporary,high
81483,unemployed,6,primary,0,homeless,medium
12603,unemployed,5,primary,0,permanent,high
52145,unemployed,7,secondary,1,temporary,medium
55054,unemployed,5,primary,0,rented,high
52611,employed,5,graduate,0,temporary,high
270716,unemployed,4,postgraduate,1,permanent,medium
50794,unemployed,5,secondary,0,temporary,high
7086,informal,6,primary,1,temporary,low
97272,informal,3,graduate,0,rented,medium
223097,employed,2,postgraduate,1,permanent,low
142516,unemployed,7,none,1,rented,medium
58171,informal,9,secondary,0,rented,medium
157984,retired,3,postgraduate,1,permanent,low
80095,informal,5,graduate,1,permanent,high
123351,employed,5,graduate,0,permanent,medium
109801,self_employed,6,graduate,1,rented,low
50880,unemployed,3,none,0,rented,high
177811,self_employed,3,primary,0,permanent,low
30258,informal,8,primary,1,rented,medium
8526,informal,10,primary,1,rented,medium
53653,self_employed,6,secondary,0,rented,medium
302031,employed,5,postgraduate,0,permanent,low
58185,retired,9,primary,0,rented,medium
49694,informal,10,secondary,1,homeless,low
110433,employed,2,postgraduate,0,permanent,medium
102591,employed,6,secondary,0,rented,medium
208413,employed,4,secondary,0,permanent,low
143814,informal,5,primary,1,rented,medium
455874,informal,3,secondary,0,permanent,high
139828,informal,3,secondary,1,permanent,medium
57427,unemployed,8,graduate,1,homeless,high
91437,unemployed,3,graduate,0,rented,medium
330800,employed,2,postgraduate,0,permanent,low
110333,employed,6,secondary,1,temporary,low
33996,unemployed,10,none,0,temporary,high
88673,unemployed,3,secondary,1,permanent,low
53790,employed,6,secondary,1,rented,low
46873,informal,4,graduate,0,homeless,low
32820,informal,8,secondary,1,homeless,high
66657,self_employed,5,postgraduate,1,temporary,medium
358894,employed,3,graduate,0,permanent,low
59162,informal,5,secondary,0,temporary,high
145146,self_employed,7,secondary,0,homeless,low
118286,informal,3,graduate,0,rented,medium
159648,self_employed,5,secondary,0,rented,medium
44270,unemployed,5,none,0,rented,medium
49816,employed,4,primary,0,permanent,low
96561,unemployed,5,secondary,1,rented,high
42533,informal,4,secondary,0,rented,medium
14313,retired,9,secondary,1,rented,medium
427554,employed,3,postgraduate,0,permanent,medium
44746,retired,8,primary,0,temporary,high
46877,unemployed,6,primary,1,temporary,medium
70388,employed,3,graduate,1,permanent,medium
53376,informal,6,secondary,1,temporary,medium
63556,informal,3,primary,0,rented,medium
144355,employed,4,secondary,1,rented,medium
183702,employed,5,graduate,0,rented,low
51616,unemployed,6,postgraduate,0,rented,medium
25344,unemployed,6,none,1,temporary,high
83207,employed,3,graduate,0,permanent,medium
115269,informal,4,secondary,1,rented,medium
304500,informal,2,graduate,1,permanent,low
172061,informal,5,postgraduate,1,permanent,low
140227,employed,3,secondary,0,rented,low
7781,self_employed,9,secondary,1,permanent,high
107582,informal,4,postgraduate,0,homeless,low
44726,informal,8,none,1,temporary,medium
66122,self_employed,7,secondary,0,permanent,low
27941,unemployed,10,none,0,homeless,high
28301,self_employed,4,secondary,1,permanent,high
83639,employed,3,graduate,0,rented,medium
433988,self_employed,5,postgraduate,0,permanent,low
30496,unemployed,5,none,1,temporary,high
327828,self_employed,3,graduate,0,permanent,low
140839,self_employed,4,none,0,temporary,medium
34072,informal,9,secondary,1,rented,high
135816,employed,5,secondary,0,permanent,high
43362,self_employed,3,primary,1,temporary,medium
66510,self_employed,5,postgraduate,1,permanent,high
122034,self_employed,7,secondary,0,permanent,high
35873,self_employed,6,primary,1,rented,medium
13369,informal,10,primary,1,homeless,medium
84804,employed,4,postgraduate,0,permanent,high
73006,employed,5,primary,1,rented,low
400111,employed,5,graduate,0,permanent,low
62218,employed,3,postgraduate,0,temporary,medium
31064,unemployed,9,secondary,1,homeless,medium
135684,retired,5,graduate,0,permanent,low
20728,informal,6,none,0,homeless,high
285170,self_employed,3,graduate,1,rented,medium
43207,informal,9,secondary,1,rented,high
192662,self_employed,2,secondary,1,rented,low
40971,employed,6,secondary,0,rented,medium
113134,informal,3,secondary,0,temporary,low
48068,unemployed,5,primary,1,temporary,high
65366,employed,7,primary,1,temporary,low
53532,informal,7,none,1,temporary,high
48264,employed,4,postgraduate,0,rented,medium
141551,informal,6,secondary,1,rented,medium
134762,informal,6,secondary,1,temporary,medium
63613,employed,7,none,1,temporary,medium
112357,employed,3,none,0,permanent,medium
108001,informal,5,secondary,0,permanent,medium
25673,retired,8,secondary,1,temporary,medium
9599,unemployed,7,primary,1,temporary,high
496421,employed,2,graduate,0,homeless,low
392223,employed,4,secondary,0,permanent,high
327952,employed,5,none,0,rented,medium
30637,retired,6,primary,1,temporary,medium
26128,retired,10,primary,1,temporary,low
62915,self_employed,3,primary,0,homeless,medium
140829,self_employed,3,secondary,0,rented,low
496663,employed,2,graduate,0,permanent,medium
135099,unemployed,7,secondary,0,rented,low
25094,unemployed,10,none,0,temporary,high
129975,self_employed,4,secondary,0,permanent,low
48847,unemployed,6,none,1,temporary,medium
201705,self_employed,5,postgraduate,0,permanent,low
133021,self_employed,5,primary,1,permanent,medium
496543,employed,3,graduate,0,permanent,low
46571,employed,6,secondary,0,rented,medium
57614,self_employed,3,primary,0,permanent,medium
65161,informal,7,postgraduate,1,temporary,low
455239,retired,4,postgraduate,0,permanent,low
131934,self_employed,5,graduate,1,temporary,low
103214,self_employed,4,postgraduate,0,rented,low
50923,self_employed,4,none,1,temporary,high
28443,informal,5,primary,1,temporary,low
42638,unemployed,9,graduate,1,temporary,high
118018,informal,3,graduate,1,homeless,medium
118940,self_employed,4,secondary,0,rented,medium
56886,unemployed,5,none,0,rented,low
42356,retired,4,secondary,1,temporary,high
446887,employed,5,primary,0,permanent,medium
65639,informal,7,secondary,0,temporary,medium
12637,unemployed,6,primary,1,homeless,high
57060,self_employed,7,graduate,1,rented,low
113613,informal,7,primary,1,homeless,medium
23105,informal,9,primary,1,homeless,medium
67566,employed,5,primary,0,rented,low
452435,retired,4,secondary,1,permanent,medium
122151,unemployed,7,graduate,0,rented,low
97751,informal,7,postgraduate,1,temporary,low
274204,self_employed,5,graduate,0,permanent,low
58927,informal,3,none,0,rented,medium
55702,retired,8,none,1,rented,high
111346,unemployed,6,primary,0,temporary,high
41161,self_employed,7,secondary,1,rented,high
21515,informal,8,primary,0,homeless,medium
47849,unemployed,6,primary,0,temporary,high
132993,employed,6,postgraduate,0,homeless,medium
135440,informal,4,graduate,1,permanent,high
405484,employed,4,secondary,0,permanent,low
28667,employed,6,primary,1,rented,medium
136147,retired,7,secondary,0,rented,medium
55880,employed,7,secondary,0,permanent,high
261430,employed,3,secondary,0,temporary,low
54619,unemployed,9,secondary,0,temporary,medium
133631,informal,7,primary,1,rented,high
51504,unemployed,9,primary,1,rented,high
428018,retired,5,postgraduate,0,permanent,low
200746,employed,4,secondary,0,permanent,low
38115,unemployed,7,primary,1,temporary,low
135733,informal,3,secondary,1,temporary,low
241729,employed,2,graduate,0,permanent,low
51243,unemployed,7,secondary,0,homeless,high
29424,informal,6,graduate,1,rented,medium
51020,employed,5,primary,0,permanent,low
121619,employed,4,graduate,0,temporary,high
58553,employed,7,secondary,1,temporary,medium
42948,self_employed,7,primary,1,homeless,medium
442764,self_employed,4,secondary,0,permanent,low
228044,employed,4,postgraduate,1,permanent,medium
8962,self_employed,6,none,0,temporary,high
32806,unemployed,6,primary,0,rented,high
128730,unemployed,5,secondary,1,temporary,high
102161,unemployed,4,secondary,1,rented,medium
348005,informal,5,postgraduate,0,permanent,low
140819,employed,4,primary,0,permanent,medium
99205,employed,6,graduate,0,rented,medium
332203,employed,2,graduate,0,permanent,low
432921,employed,2,secondary,0,rented,low
104306,self_employed,3,secondary,0,rented,low
52037,retired,5,none,0,temporary,high
49749,employed,6,graduate,1,rented,medium
32087,informal,4,secondary,0,homeless,medium
48905,self_employed,3,secondary,0,permanent,high
17927,informal,6,secondary,1,rented,high
57069,employed,4,graduate,0,rented,medium
472905,employed,3,graduate,1,permanent,low
6691,informal,4,primary,1,rented,high
360948,employed,4,graduate,0,permanent,low
415821,employed,4,graduate,0,permanent,medium
46836,employed,7,graduate,1,rented,high
49964,employed,7,secondary,0,permanent,high
343086,employed,5,graduate,0,permanent,low
70809,informal,4,graduate,1,rented,low
154816,employed,5,graduate,0,rented,low
55297,self_employed,6,primary,1,rented,medium
118791,self_employed,3,secondary,0,temporary,medium
84222,retired,3,none,0,temporary,low
14919,informal,6,secondary,0,temporary,medium
98693,informal,5,primary,0,rented,low
59930,unemployed,7,primary,1,permanent,high
80374,self_employed,5,secondary,0,permanent,high
17113,unemployed,6,primary,1,homeless,high
89281,employed,3,none,1,temporary,medium
46173,informal,6,none,0,permanent,high
15537,retired,9,secondary,1,homeless,medium
131042,employed,2,graduate,0,permanent,low
159514,self_employed,4,postgraduate,0,permanent,medium
21386,informal,6,primary,1,temporary,high
189464,employed,5,graduate,0,permanent,low
72106,self_employed,3,graduate,0,homeless,medium
29661,informal,10,primary,1,temporary,high
50566,self_employed,4,secondary,0,temporary,low
213764,employed,2,postgraduate,0,permanent,low
44154,self_employed,8,secondary,1,rented,high
92101,unemployed,6,graduate,1,rented,medium
336043,retired,2,secondary,0,permanent,low
43045,unemployed,5,secondary,1,homeless,high
83964,unemployed,5,graduate,1,permanent,high
23262,informal,8,primary,0,temporary,medium
473769,employed,2,graduate,0,permanent,medium
72457,employed,7,graduate,0,temporary,low
50144,informal,7,graduate,1,permanent,medium
14752,retired,10,secondary,1,rented,high
43469,informal,10,none,0,rented,high
94321,employed,3,secondary,0,permanent,low
34563,self_employed,10,primary,1,homeless,low
105038,employed,4,postgraduate,0,permanent,low
30750,informal,5,none,1,rented,high
58361,informal,6,primary,1,rented,medium
43123,unemployed,8,primary,0,temporary,medium
85632,employed,5,primary,0,rented,medium
145423,employed,4,postgraduate,0,permanent,low
373050,self_employed,3,graduate,0,permanent,medium
248181,employed,3,postgraduate,1,permanent,medium
158922,employed,3,postgraduate,0,permanent,low
6450,informal,6,secondary,0,temporary,high
28894,unemployed,5,secondary,1,temporary,high
15183,informal,5,none,1,temporary,high
57722,informal,7,none,1,rented,high
129815,employed,7,graduate,1,permanent,high
488721,self_employed,3,postgraduate,0,rented,low
